TIME.SecOfWeek   blh0.B        blh0.L        blh0.H      X       Y        Z       Dop       sigma0     mpos  
501070.000000  30.5100124750  114.3560357419  32.5532634873  -2268147.0504817278  5010318.0216055345  3219227.4256445221    1.6860    1.7645    2.9748  
501071.000000  30.5100124279  114.3560357075  32.5462216949  -2268147.0460624332  5010318.0198604045  3219227.4175649490    1.6859    1.7587    2.9650  
501072.000000  30.5100123283  114.3560357065  32.5442202697  -2268147.0475733979  5010318.0234377598  3219227.4070348525    1.6859    1.7575    2.9630  
501073.000000  30.5100123342  114.3560356467  32.5408325167  -2268147.0410070000  5010318.0228393888  3219227.4058824843    1.6858    1.7586    2.9647  
501074.000000  30.5100122437  114.3560356302  32.5379851414  -2268147.0406561419  5010318.0258979686  3219227.3957911027    1.6858    1.7527    2.9547  
501075.000000  30.5100121570  114.3560356255  32.5324430456  -2268147.0402831323  5010318.0261822687  3219227.3846963146    1.6857    1.7526    2.9544  
501076.000000  30.5100121445  114.3560356220  32.5372479241  -2268147.0419797800  5010318.0307318838  3219227.3859396456    1.6857    1.7502    2.9502  
501077.000000  30.5100120200  114.3560356297  32.5394549491  -2268147.0463206121  5010318.0385428062  3219227.3751736046    1.6856    1.7442    2.9401  
501078.000000  30.5100119578  114.3560355760  32.5339114517  -2268147.0411040494  5010318.0395035297  3219227.3664200767    1.6856    1.7386    2.9305  
501079.000000  30.5100118928  114.3560355821  32.5258363700  -2268147.0402779230  5010318.0362597648  3219227.3561073793    1.6855    1.7339    2.9226  
501080.000000  30.5100117698  114.3560355860  32.5245639998  -2268147.0430193194  5010318.0414108848  3219227.3437192310    1.6855    1.7267    2.9103  
501081.000000  30.5100116709  114.3560355629  32.5238263821  -2268147.0430346066  5010318.0468211323  3219227.3338916427    1.6854    1.7208    2.9003  
501082.000000  30.5100115743  114.3560355473  32.5254095737  -2268147.0444759564  5010318.0536323581  3219227.3254715083    1.6854    1.7175    2.8947  
501083.000000  30.5100115187  114.3560355947  32.5239258287  -2268147.0493845358  5010318.0534428069  3219227.3194067501    1.6853    1.7154    2.8910  
501084.000000  30.5100113629  114.3560356572  32.5371995680  -2268147.0631765272  5010318.0693759108  3219227.3112680539    1.6853    1.7160    2.8920  
501085.000000  30.5100112301  114.3560357149  32.5447155982  -2268147.0739727160  5010318.0797987925  3219227.3024034896    1.6852    1.7138    2.8881  
501086.000000  30.5100111179  114.3560357060  32.5390424775  -2268147.0737865828  5010318.0814554095  3219227.2887982950    1.6852    1.7140    2.8883  
501087.000000  30.5100109935  114.3560357070  32.5442645689  -2268147.0786197078  5010318.0918871369  3219227.2795748878    1.6851    1.7079    2.8780  
501088.000000  30.5100108891  114.3560357430  32.5482305111  -2268147.0856013559  5010318.0989301233  3219227.2716124356    1.6851    1.7088    2.8795  
501089.000000  30.5100107767  114.3560357883  32.5447861850  -2268147.0909453658  5010318.1001937231  3219227.2591346595    1.6850    1.7066    2.8757  
501090.000000  30.5100107273  114.3560358119  32.5475604180  -2268147.0951431990  5010318.1039690692  3219227.2558247470    1.6850    1.7043    2.8716  
501091.000000  30.5100106858  114.3560358364  32.5411902154  -2268147.0959886000  5010318.1001311773  3219227.2486188468    1.6849    1.7008    2.8658  
501092.000000  30.5100106243  114.3560358356  32.5509053394  -2268147.1007903791  5010318.1109405030  3219227.2476835987    1.6849    1.6973    2.8598  
501093.000000  30.5100105738  114.3560358140  32.5481600491  -2268147.0990973194  5010318.1122298315  3219227.2414678107    1.6848    1.6965    2.8582  
501094.000000  30.5100104844  114.3560358217  32.5497657033  -2268147.1024176963  5010318.1177718733  3219227.2337389905    1.6848    1.6931    2.8524  
501095.000000  30.5100104186  114.3560358765  32.5418381533  -2268147.1059243134  5010318.1127509326  3219227.2234320655    1.6847    1.6901    2.8472  
501096.000000  30.5100103403  114.3560358951  32.5409270441  -2268147.1090471037  5010318.1153142583  3219227.2154891868    1.6847    1.6841    2.8371  
501097.000000  30.5100103137  114.3560359265  32.5479311468  -2268147.1148932148  5010318.1209369982  3219227.2165013659    1.6846    1.6802    2.8305  
501098.000000  30.5100102694  114.3560359242  32.5488929665  -2268147.1160682370  5010318.1240506275  3219227.2127600107    1.6846    1.6731    2.8185  
501099.000000  30.5100101819  114.3560358877  32.5357040539  -2268147.1102121933  5010318.1196306655  3219227.1977130608    1.6845    1.6720    2.8165  
501100.000000  30.5100101077  114.3560358787  32.5396708893  -2268147.1125578810  5010318.1269082669  3219227.1926341201    1.6845    1.6675    2.8088  
501101.000000  30.5100100604  114.3560358039  32.5443890262  -2268147.1087976024  5010318.1359936912  3219227.1905134488    1.6844    1.6614    2.7985  
501102.000000  30.5100100378  114.3560358489  32.5344387842  -2268147.1097213160  5010318.1275628731  3219227.1833015555    1.6844    1.6548    2.7873  
501103.000000  30.5100100216  114.3560357442  32.5265346244  -2268147.0981337223  5010318.1263354300  3219227.1777397520    1.6843    1.6514    2.7814  
501104.000000  30.5100099405  114.3560357315  32.5206134655  -2268147.0967990230  5010318.1263483930  3219227.1669908292    1.6843    1.6491    2.7775  
501105.000000  30.5100099545  114.3560356713  32.5222417759  -2268147.0917907213  5010318.1292896662  3219227.1691560964    1.6842    1.6465    2.7731  
501106.000000  30.5100099493  114.3560357325  32.5364431804  -2268147.1023027473  5010318.1382840183  3219227.1758670923    1.6841    1.6478    2.7751  
501107.000000  30.5100099341  114.3560357088  32.5490983333  -2268147.1050845124  5010318.1499300040  3219227.1808431125    1.6841    1.6512    2.7808  
501108.000000  30.5100099279  114.3560356859  32.5363141773  -2268147.0986812767  5010318.1411224734  3219227.1737593464    1.6840    1.6533    2.7842  
501109.000000  30.5100099213  114.3560356717  32.5415911069  -2268147.0994689069  5010318.1461642077  3219227.1758078593    1.6840    1.6542    2.7856  
501110.000000  30.5100099047  114.3560357199  32.5450561168  -2268147.1053040582  5010318.1478264900  3219227.1759794042    1.6839    1.6617    2.7982  
501111.000000  30.5100098519  114.3560357234  32.5527177015  -2268147.1095527709  5010318.1564124618  3219227.1748235431    1.6839    1.6606    2.7964  
501112.000000  30.5100098365  114.3560358143  32.5579598583  -2268147.1197202886  5010318.1577183018  3219227.1760146087    1.6838    1.6621    2.7987  
501113.000000  30.5100097947  114.3560357779  32.5658573844  -2268147.1203177129  5010318.1674951464  3219227.1760377889    1.6838    1.6608    2.7964  
501114.000000  30.5100097795  114.3560357034  32.5597451422  -2268147.1119859330  5010318.1664258875  3219227.1714824303    1.6837    1.6586    2.7926  
501115.000000  30.5100097365  114.3560356883  32.5602169717  -2268147.1118301423  5010318.1695989547  3219227.1676154123    1.6837    1.6576    2.7909  
501116.000000  30.5100096856  114.3560357201  32.5658506593  -2268147.1177901947  5010318.1753774760  3219227.1656076945    1.6836    1.6619    2.7980  
501117.000000  30.5100096421  114.3560357077  32.5745094223  -2268147.1207945333  5010318.1848895848  3219227.1658550934    1.6836    1.6611    2.7967  
501118.000000  30.5100096600  114.3560356618  32.5691093802  -2268147.1144439070  5010318.1815518020  3219227.1648230939    1.6835    1.6621    2.7982  
501119.000000  30.5100096351  114.3560356377  32.5833346872  -2268147.1179706166  5010318.1949508814  3219227.1696603098    1.6835    1.6618    2.7976  
501120.000000  30.5100096374  114.3560356735  32.5954850595  -2268147.1253642309  5010318.2029510355  3219227.1760507594    1.6834    1.6643    2.8017  
501121.000000  30.5100096022  114.3560357042  32.5982953412  -2268147.1298663137  5010318.2057443541  3219227.1741170962    1.6834    1.6666    2.8056  
501122.000000  30.5100095901  114.3560357406  32.5998724476  -2268147.1338904034  5010318.2061622310  3219227.1737612765    1.6833    1.6687    2.8090  
501123.000000  30.5100095321  114.3560357122  32.6204461548  -2268147.1400573859  5010318.2264071042  3219227.1786719356    1.6833    1.6694    2.8101  
501124.000000  30.5100094569  114.3560356845  32.6382328169  -2268147.1457021539  5010318.2453229055  3219227.1805130788    1.6832    1.6748    2.8191  
501125.000000  30.5100094219  114.3560356907  32.6398142874  -2268147.1476201080  5010318.2481135828  3219227.1779715847    1.6832    1.6739    2.8175  
501126.000000  30.5100093214  114.3560356921  32.6486551380  -2268147.1532208188  5010318.2601457173  3219227.1728647351    1.6831    1.6781    2.8245  
501127.000000  30.5100092537  114.3560357112  32.6496346472  -2268147.1568089318  5010318.2636314873  3219227.1668941188    1.6831    1.6763    2.8213  
501128.000000  30.5100092400  114.3560356865  32.6443030965  -2268147.1530733355  5010318.2611241182  3219227.1628831280    1.6830    1.6757    2.8202  
501129.000000  30.5100091549  114.3560356585  32.6612093588  -2268147.1586023206  5010318.2798689120  3219227.1633355361    1.6830    1.6740    2.8174  
501130.000000  30.5100091126  114.3560356941  32.6605195878  -2268147.1624554745  5010318.2800864791  3219227.1589439269    1.6829    1.6767    2.8218  
501131.000000  30.5100090016  114.3560356642  32.6550190467  -2268147.1604635022  5010318.2826435016  3219227.1455504894    1.6829    1.6727    2.8150  
501132.000000  30.5100089158  114.3560357264  32.6668235362  -2268147.1720821811  5010318.2938455492  3219227.1433527740    1.6828    1.6731    2.8155  
501133.000000  30.5100088476  114.3560356417  32.6703603584  -2268147.1675170893  5010318.3034745418  3219227.1386281699    1.6828    1.6783    2.8243  
501134.000000  30.5100087843  114.3560357112  32.6784396507  -2268147.1779373391  5010318.3103080345  3219227.1366851977    1.6827    1.6787    2.8248  
501135.000000  30.5100087199  114.3560357517  32.6819530400  -2268147.1842218838  5010318.3147609243  3219227.1323233792    1.6827    1.6825    2.8311  
501136.000000  30.5100086115  114.3560357975  32.6851568790  -2268147.1918786201  5010318.3210271485  3219227.1235881811    1.6826    1.6812    2.8288  
501137.000000  30.5100085604  114.3560357473  32.6954465574  -2268147.1923345467  5010318.3337073382  3219227.1239337968    1.6826    1.6831    2.8320  
501138.000000  30.5100085241  114.3560357361  32.7126631057  -2268147.1983136041  5010318.3495265162  3219227.1292052679    1.6825    1.6849    2.8349  
501139.000000  30.5100084553  114.3560357980  32.7247182811  -2268147.2096123733  5010318.3600617675  3219227.1287560542    1.6825    1.6836    2.8326  
501140.000000  30.5100084792  114.3560356891  32.7310356237  -2268147.2017727382  5010318.3681048285  3219227.1342517221    1.6824    1.6818    2.8295  
501141.000000  30.5100083837  114.3560356736  32.7447263831  -2268147.2074987763  5010318.3843653370  3219227.1320732087    1.6824    1.6750    2.8179  
501142.000000  30.5100083100  114.3560356300  32.7483773446  -2268147.2066958752  5010318.3927298468  3219227.1268953034    1.6823    1.6722    2.8133  
501143.000000  30.5100082662  114.3560355651  32.7596597541  -2268147.2060441873  5010318.4064007513  3219227.1284398716    1.6823    1.6725    2.8137  
501144.000000  30.5100082388  114.3560355039  32.7714787647  -2268147.2055296567  5010318.4195044627  3219227.1318222540    1.6822    1.6712    2.8114  
501145.000000  30.5100082427  114.3560354414  32.7806181973  -2268147.2032240974  5010318.4289503442  3219227.1368349260    1.6822    1.6661    2.8028  
501146.000000  30.5100081471  114.3560353897  32.7905201633  -2268147.2044403972  5010318.4436725955  3219227.1327277799    1.6821    1.6671    2.8044  
501147.000000  30.5100080585  114.3560353500  32.8004094791  -2268147.2065367065  5010318.4575507510  3219227.1292847823    1.6821    1.6588    2.7903  
501148.000000  30.5100079804  114.3560353421  32.8050763328  -2268147.2093119510  5010318.4655286977  3219227.1242013508    1.6820    1.6587    2.7900  
501149.000000  30.5100079816  114.3560352691  32.7965672780  -2268147.1998799518  5010318.4616813110  3219227.1199898077    1.6820    1.6536    2.7813  
501150.000000  30.5100079090  114.3560352627  32.7941773497  -2268147.2001614491  5010318.4637797493  3219227.1118412465    1.6819    1.6465    2.7692  
501151.000000  30.5100079005  114.3560352585  32.8015702767  -2268147.2026108047  5010318.4701850181  3219227.1147867460    1.6819    1.6502    2.7755  
501152.000000  30.5100078560  114.3560352588  32.7981912857  -2268147.2024731874  5010318.4698028732  3219227.1088182027    1.6818    1.6494    2.7741  
501153.000000  30.5100078508  114.3560352347  32.8064419804  -2268147.2034128150  5010318.4774994571  3219227.1125135203    1.6818    1.6481    2.7718  
501154.000000  30.5100078251  114.3560351791  32.8135393700  -2268147.2016724679  5010318.4865907710  3219227.1136565432    1.6817    1.6443    2.7652  
501155.000000  30.5100077999  114.3560351730  32.8300356958  -2268147.2075899015  5010318.5010690652  3219227.1196254552    1.6817    1.6424    2.7620  
501156.000000  30.5100077259  114.3560351234  32.8409869792  -2268147.2088607475  5010318.5154229840  3219227.1181164132    1.6816    1.6386    2.7556  
501157.000000  30.5100077303  114.3560351076  32.8477611095  -2268147.2097839820  5010318.5211399551  3219227.1219751895    1.6816    1.6416    2.7605  
501158.000000  30.5100077176  114.3560349817  32.8518356243  -2268147.2005116772  5010318.5299749188  3219227.1228315406    1.6815    1.6427    2.7623  
501159.000000  30.5100077147  114.3560349598  32.8458805373  -2268147.1965502929  5010318.5263102092  3219227.1195395780    1.6815    1.6417    2.7605  
501160.000000  30.5100076259  114.3560349321  32.8595839916  -2268147.2010547728  5010318.5427203784  3219227.1180095989    1.6814    1.6417    2.7605  
501161.000000  30.5100076000  114.3560349270  32.8734806245  -2268147.2061493541  5010318.5551575739  3219227.1225891854    1.6814    1.6436    2.7635  
501162.000000  30.5100075492  114.3560348674  32.8939172802  -2268147.2093782839  5010318.5761584034  3219227.1281174016    1.6813    1.6436    2.7635  
501163.000000  30.5100075363  114.3560348683  32.9041980440  -2268147.2134045833  5010318.5848536221  3219227.1321073310    1.6813    1.6408    2.7586  
501164.000000  30.5100074565  114.3560348319  32.9082695600  -2268147.2135288762  5010318.5935786907  3219227.1265514954    1.6812    1.6420    2.7606  
501165.000000  30.5100074727  114.3560348612  32.9387547700  -2268147.2265427508  5010318.6155211600  3219227.1435687686    1.6812    1.6484    2.7714  
501166.000000  30.5100074010  114.3560347737  32.9483896503  -2268147.2239776603  5010318.6302208835  3219227.1416167603    1.6811    1.6506    2.7750  
501167.000000  30.5100073635  114.3560347807  32.9728511283  -2268147.2341524470  5010318.6510665454  3219227.1504515647    1.6811    1.6487    2.7717  
501168.000000  30.5100073688  114.3560346873  32.9698161716  -2268147.2247852865  5010318.6521086488  3219227.1494181049    1.6810    1.6509    2.7752  
